,Judul,Isi
65,57 Kendaraan Ditilang Saat Razia Uji Emisi di 5 Lokasi Jakarta,"JAKARTA, KOMPAS.com - Pemerintah Provinsi (Pemprov) DKI Jakarta dan Ditlantas Polda Metro Jaya menilang pengendara yang kendaraannya tak yang tak lulus uji emisi pada hari ini, Rabu (1/11/2023). Setidaknya, ada 57 pengendara sepeda motor dan mobil ditilang dalam razia uji emisi kendaraan yang digelar di lima wilayah Jakarta. ""Untuk pengendara roda empat ada 20. Dan untuk roda dua ada 37 kendaraan yang tak lulus uji emisi,"" ujar Kepala Dinas Lingkungan Hidup DKI Jakarta Asep Kuswanto dalam keterangannya, Rabu (1/11/2023).  Baca juga: Razia Uji Emisi Bakal Berlangsung 4 Kali di Jakarta Timur Sepanjang November Adapun pengendara yang ditilang dikenakan sanksi denda berbeda. Bagi pengendara roda dua didenda Rp 250.000, sedangkan bagi pengemudi mobil sebesar Rp 500.000. Besaran denda tilang diatur sesuai dalam Pasal 285 Ayat 1 serta Pasal 276 Undang-Undang No 22 Tahun 2009 tentang Lalu Lintas serta Angkutan Jalan (LLAJ). ""Untuk kendaraan yang lulus uji emisi, roda empat sebanyak 133. Persentase 84 persen dari yang dirazia. Kendaraan roda dua yang lulus uji emisi 122 kendaraan atau 76 persen,"" kata Asep. Asep sebelumnya menjelaskan, proses razia uji emisi kendaraan petugas akan menyasar kendaraan yang berusia di atas tiga tahun. Adapun mekanisme razia yakni petugas akan memberhentikan secara acak kendaraan baik roda dua atau roda empat yang melintas. Nantinya pengendara akan diperiksa melalui data Samsat mengenai usia kendaraan. ""Kami juga sudah memiliki data itu (untuk usia kendaraan) dan nanti pada saat pelaksanaan bisa diperiksa umur kendaraan apakah sudah di atas tiga tahun atau di bawah tiga tahun,"" kata Asep. ""Nah bagi kendaraan yang di bawah tiga tahun kami persilakan melintas untuk melanjutkan perjalanan,"" sambung Asep. Baca juga: Bukan Lagi Sosialisasi, Tidak Lulus Uji Emisi Bakal Langsung Ditilang DLH DKI menyatakan, razia uji emisi akan dijalankan secara konsisten sampai berakhir pada akhir tahun 2023. Masyarakat yang melakukan mobilitas di wilayah DKI Jakarta untuk segera melakukan uji emisi kendaraannya, baik roda dua maupun roda empat. ""Ini sangat efektif, hasil kajian kami bersama NGO Internasional Vital Strategies menunjukkan intervensi sumber emisi dari sumber bergerak manfaat terbesar berasal dari uji emisi,” kata Asep.Baca juga: Disebut Penyumbang Polusi Terbesar, Pemprov DKI Minta Pemilik Kendaraan Segera Uji EmisiDapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
66,"Wacana Hak Angket Putusan MK, Gerindra: Bisa Ambruk Negara Ini","JAKARTA, KOMPAS.com - Partai Gerindra menilai sangat berbahaya jika putusan Mahkamah Konstitusi (MK) yang bersifat final dan mengikat dianggap tidak sah dengan alasan kepentingan politik pihak tertentu.Hal itu disampaikan Wakil Ketua Umum Partai Gerindra Habiburokhman menanggapi wacana mempersoalkan putusan MK yang mengabulkan sebagian gugatan uji materi syarat batas usia capres-cawapres.“Kalau putusan Mahkamah Konstitusi harus didelegitimasi, padahal konstitusi kita mengatur putusan tersebut final dan mengikat ketika saat diucapkan, lama-lama bisa ambruk negara ini,” kata Habiburokhman seperti dikutip dari program Sapa Indonesia Pagi di Kompas TV, Rabu (1/11/2023).Habiburokhman mengatakan, keputusan MK harus dihormati karena sudah final dan mengikat dan juga menjadi budaya hukum di Indonesia.Baca juga: Gerindra: Putusan MK Tak Bisa Jadi Obyek Hak Angket DPR Menurut dia, jika setiap putusan MK yang tidak sejalan dengan kepentingan politik patut dipersoalkan maka justru membahayakan negara karena tidak ada kepastian hukum.“Satu demi satu lembaga negara kalau tidak sesuai dengan kepentingan kita, tidak sesuai dengan syahwat politik kita ya kan, kita delegitimasi, ini yang paling berbahaya,” ujar Habiburokhman.Menurut Habiburokhman, memang tidak semua pihak sepakat dengan putusan MK. Dia mencontohkan seperti uji materi Undang-Undang Komisi Pemberantasan Korupsi yang dipersoalkan banyak pihak, tetapi pada akhirnya diterima karena putusannya bersifat final dan mengikat.Maka itu, Habiburokhman menilai putusan Mahkamah Konstitusi soal syarat maju Pilpres bukan persoalan yang mengganggu kepentingan nasional tetapi lebih mengarah kepada kepentingan politik yang terusik.Baca juga: Wacanakan Hak Angket terhadap MK, Masinton: Konstitusi Kita Sedang Diinjak-injak!ANTARA FOTO/Sigid Kurniawan Ketua KPU Hasyim Asy'ari (tengah) menerima berkas pendaftaran pencalonan dari pasangan bakal calon presiden dan wakil presiden Prabowo Subianto (kiri) dan Gibran Rakabuming Raka (kanan) di Kantor KPU Pusat, Jakarta, Rabu (25/10/2023). ANTARA FOTO/Sigid Kurniawan/tom.Di sisi lain, yang menjadi sorotan utama adalah putusan MK itu memberi jalan bagi Wali Kota Solo Gibran Rakabuming Raka, yang merupakan anak sulung Presiden Joko Widodo (Jokowi), menjadi peserta Pilpres 2024.Gibran diusung dan didaftarkan ke Komisi Pemilihan Umum (KPU) sebagai bakal cawapres mendampingi bakal capres Prabowo Subianto.Sedangkan Gibran berhasil menduduki posisi Wali Kota Solo atas dukungan Partai Demokrasi Indonesia Perjuangan (PDI-P).“Ketika Mas Gibran maju jadi ribut, kalau Mas Gibran enggak maju, enggak ribut, ini jadi bukan masalah hukum, bukan persoalan kekhawatiran terganggunya kepentingan nasional dan lain sebagainya,” kata Wakil Ketua Komisi III DPR itu.Baca juga: Politisi PDI-P Masinton Akan Kumpulkan Dukungan Dewan untuk Usul Hak Angket MK Sampai saat ini terdapat 3 pasangan bakal capres-cawapres yang mendaftarkan diri ke Komisi Pemilihan Umum (KPU). Mereka adalah Ganjar Pranowo-Mahfud MD, Prabowo Subianto-Gibran Rakabuming Raka, dan Anies Baswedan-Muhaimin Iskandar (Cak Imin).Masa pendaftaran capres-cawapres sudah ditutup pada 25 Oktober 2023.KPU saat ini dalam tahap melakukan verifikasi syarat administratif yaitu kelengkapan dokumen dan kesehatan sampai 10 November mendatang.Setelah itu, KPU memberikan waktu buat pengusulan bakal pasangan calon pengganti antara 26 Oktober sampai 7 November 2023.Baca juga: Soal Usul Hak Angket MK, Jimly Asshiddiqie: Bagus-bagus Saja karena Ini Masalah SeriusSedangkan penetapan pengumuman pasangan capres-cawapres beserta pengambilan nomor urut akan dilakukan pada 13 sampai 14 November 2023.Persoalan lain yang menjadi sorotan adalah status Gibran di PDI-P. Dengan menjadi bakal cawapres Prabowo, maka Gibran akan bersaing dengan pasangan Ganjar-Mahfud yang diusung PDI-P dalam Pilpres.PDI-P juga mengkritik manuver politik Presiden Jokowi dan Gibran dengan mengungkit jasa-jasa partai yang memberi mereka jalan berkiprah di dunia politik dan mendapatkan jabatan publik.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
67,Polisi Gerebek Toko Obat Terlarang Berkedok Warung Kelontong di Tangsel,"TANGERANG SELATAN, KOMPAS.com - Kepolisian Sektor Cisauk menggerebek toko obat terlarang berkedok warung kelontong di Jalan Raya Serpong, Kampung Baruasih, Muncul, Setu, Tangerang Selatan pada Selasa (31/10/2023). Kapolsek Cisauk AKP Dhady Arsya mengatakan, penggerebekan toko obat terlarang itu dilakukan setelah menindaklanjuti laporan masyarakat. Dalam laporannya, masyarakat setempat menginformasikan ada toko kelontong yang sering mengedarkan obat-obatan berjenis tramadol tanpa izin. Baca juga: 3 Anggota TNI Pembunuh Imam Masykur 14 Kali Gerebek Toko Obat Ilegal, Raup Ratusan Juta dari Hasil Memeras ""Kami mendatangi lokasi dan langsung melakukan penangkapan terhadap tersangka berinisial R,"" kata Dhady dalam keterangannya, Rabu (1/11/2023). Dhady mengatakan, pihaknya menemukan ratusan butir obat dari beberapa jenis obat tanpa izin edar, yakni 212 butir Tramadol dan 318 butir Hexymer. ""Tersangka mengakui jika barang tersebut untuk dijual,"" ucap dia. Baca juga: Siasat Anggota TNI Pembunuh Imam Masykur Raup Ratusan Juta Rupiah dari Toko Obat Ilegal: Tipu dan Peras Pemilik Pakai Surat Palsu R kini telah diamankan di Mapolsek Cisauk untuk menjalani pemeriksaan lebih lanjut.  Sebab, perbuatan R melanggar hukum sebagaimana Pasal 435 juncto 138 ayat (2) dan (3) Undang-Undang Republik Indonesia Nomor 17 tahun 2023 tentang Kesehatan.Baca juga: Toko Obat dan Kosmetik di Kota Tangerang Terjaring Razia Obat KerasDapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
68,Sejarah Hari Oeang Republik Indonesia,"KOMPAS.com - Setiap tanggal 30 Oktober diperingati sebagai Hari Oeang Republik Indonesia (ORI).Sejarah Hari ORIMelansir dari situs resmi Kementerian Keuangan RI, dipilihnya tanggal 30 Oktober karena bertepatan dengan tanggal awal mula berlakunya uang sebagai alat pembayaran yang sah di Indonesia.Tepatnya pada tanggal 30 Oktober 1946 pukul 00.00 berdasarkan Keputusan Menteri Keuangan tanggal 29 Oktober 1946.Melalui Keputusan Nomor SS/1/35 tersebut, Menteri keuangan menyatakan bahwa uang Jepang dan uang Javasche Bank dinyatakan tidak berlaku, dan sebagai gantinya uang Republik Indonesia ditetapkan sebagai alat pembayaran yang sah.Terbitnya surat keputusan itu karena Rakyat Indonesia merasa Indonesia yang sudah merdeka masih menggunakan mata uang peninggalan penjajah sebagai alat pembayaran, yaitu mata uang Jepang dan mata uang De Javasche Bank.Penggunaan kedua mata uang tersebut dirasa tidak sejalan dengan hakekat dari kemerdekaan, karena bangsa yang merdeka adalah bangsa yang bisa memiliki mata uang sendiri. Oleh sebab itu diterbitkanlah ORI. Munculnya ORI di IndonesiaMelansir dari situs Kementerian Keuangan, lembaran ORI pertama tertulis emisi bertanggal 17 Oktober 1945. Hal ini karena menunjukkan banyaknya kendala dalam dalam proses pembuatan, pencetakan, dan peredaran ORI.Pada saat pertama kali diterbitkan, ORI tidak dapat langsung didistribusikan ke seluruh wilayah Indonesia akibat adanya ancaman dari pihak Belanda atas peredaran ORI.Nyatanya meski sudah merdeka namun pihak Belanda mencoba untuk kembali berkuasa.Hal itu ditandai dengan Netherlands Indies Civil Administration atau Pemerintahan Sipil Hindia Belanda (NICA) yang mengeluarkan mata uang NICA pada tanggal 6 Maret 1946 sebagai tandingan ORI.Tujuan ORI diterbitkan untuk menggantikan mata uang yang sebelumnya diterbitkan oleh Pemerintah Belanda dan JepangSelain dicetak di Jakarta, ORI juga sempat dicetak di Yogyakarta ketika terjadi perpindahan sementara Ibukota Republik Indonesia dari Jakarta ke Yogjakarta pada tahun 1946 -1948.Oleh karena itu, pada ORI nominal Rp 25,- tahun 1947 tertulis kota Djokjakarta yang mengacu pada kota tempat pencetakan uang dan tanggal penerbitan uang.Munculnya ORIDA di DaerahMeski ORI sudah ada namun penyebarannya belum sampai ke daerah-daerah. Hingga kemudian Pemerintah Daerah berinisiatif meminta izin kepada Pemerintah Pusat untuk menerbitkan mata uang sendiri yang berlaku terbatas di daerah tersebut.Uang tersebut dinamakan Oeang Republik Indonesia Daerah (ORIDA). Keberadaan ORIDA pada dasarnya bersifat sementara. "
69,Sejarah Hari Cinta Puspa dan Satwa Nasional,"KOMPAS.com - Setiap tanggal 5 November diperingati Hari Cinta Puspa dan Satwa Nasional. Lantas apa itu Hari Cinta Puspa dan Satwa Nasional dan bagaimana sejarahnya?SejarahMelansir dari situs Kementerian Lingkungan Hidup RI, Hari Cinta Puspa dan Satwa Nasional (HCPSN) diperingati pada 5 November sesuai dengan Keppres Nomor 4 Tahun 1993 yang ditandatangani oleh Presiden Soeharto.Hari Cinta Puspa dan Satwa Nasional diadakan agar masyarakat dapat meningkatkan kepedulian, perlindungan, dan pelestarian puspa dan satwa yang ada di Indonesia. Ada banyak bunga dan satwa nasional yang perlu dilindungi. Peraturan Pemerintah No 7 Tahun 1999 Tentang Pengawetan Jenis Tumbuhan dan Satwa menyebutkan bahwa tumbuhan dan satwa adalah bagian dari sumber daya alam yang tidak ternilai harganya sehingga kelestariannya perlu dijaga. Salah satunya melalui upaya pengawetan jenis.Sementara itu ada 919 jenis tumbuhan dan satwa langka yang dilindungi oleh Indonesia. Semua daftarnya ada di Peraturan Pemerintah No 92 Tahun 2018 tentang Jenis Tumbuhan dan Satwa Yang Dilindungi.Jenis Puspa dan Satwa NasionalIndonesia memiliki sejumlah puspa dan satwa yang dilindungi. Mengacu pada Kepres tersebut, ada tiga jenis satwa yang masing-masing mewakili satwa darat, air, dan udara yang dinyatakan sebagai Satwa Nasional yaitu:Komodo (Varanus komodoensis), sebagai satwa nasional;Ikan Siluk Merah (Sclerophages formosus), sebagai satwa pesona; danElang Jawa (Spizaetus bartelsi), sebagai satwa langka.Sementara itu ada tiga jenis bunga dinyatakan sebagai bunga Nasional yaitu sebagai berikut:Melati (Jasminum sambac), sebagai puspa bangsa;Anggrek bulan (Palaenopsis amabilis), sebagai puspa pesona; danPadma Raksasa (Rafflesia arnoldi), sebagai puspa langka;Baca juga: Satwa Langka Bukan Barang EkonomiTujuan Hari Cinta Puspa dan Satwa Nasionalmewujudkan kepedulian dan rasa cinta terhadap satwa dan bunga pada umumnya, serta Satwa dan Bunga Nasional pada khususnya, di seluruh lapisan masyarakat;meningkatkan perlindungan serta upaya pelestarian ekosistem, habitat, populasi ataupun kegiatan penelitian dan pengembangan Satwa dan Bunga Nasional tersebut. Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
70,Tanggal 4 November Memperingati Hari Apa?,"KOMPAS.com – Tanggal 4 November 2023 jatuh pada hari Jumat. Tanggal ini diperingati sebagai Hari Kerohanian.Selain itu, terdapat pula peringatan dan perayaan lain pada hari ini. Berikut beberapa peringatan yang jatuh pada 4 November 2023.Hari Persatuan RusiaSetiap tanggal 4 November diperingati Hari Persatuan Rusia.Melansir National Today, asal usul Hari Persatuan Rusia berawal dari ‘Smuta’, sebuah periode yang penuh gejolak dalam sejarah ketika kerusuhan politik mencapai puncaknya di Rusia.Rusia kala itu berperang dengan Polandia dan Swedia. Efeknya, Polandia mengambil keuntungan dari kerusuhan sipil dan menginvasi Rusia. Mereka menduduki Moskow selama dua tahun hingga tahun 1612 ketika terjadi pemberontakan bersejarah.Namun rakyat Moskow tidak tinggal diam. Perlawanan dilakuka dengan dipimpin oleh Kuzma Minin, seorang pedagang dari Nizhny Novgorod, dan Dmitry Pozharsky, seorang pangeran yang dihormati dan berpangkat tinggi.Pada tahun 2005, Presiden Vladimir Putin memperkenalkan kembali Hari Persatuan Rusia dan menghapus tanggal 7 November dari daftar hari libur resmi Rusia. Hari Bison NasionalSetiap tanggal 4 November terdapat Hari Bison Nasional di Amerika Serikat.Pada Hari Bison Nasional, terdapat acara tahunan yang jatuh pada hari Sabtu pertama bulan November.Pada hari ini, seluruh warga Amerika harus merenungkan dampak bison sebagai bagian dari warisan lingkungan dan budaya mereka.Bison sangat dihormati oleh penduduk asli karena penting bagi kelangsungan hidup mereka baik sebagai makanan maupun inspirasi spiritual.Bison adalah hewan mamalia bertanduk yang bentuknya mirip kerbau. Sayangnya saat ini hanya tersisa Spesies bison Amerika (Bison bison) dan bison Eropa (Bison bonasus).Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
71,Jadwal SIM Keliling di Bekasi Bulan November 2023,"KOMPAS.com - Layanan perpanjangan Surat Izin Mengemudi (SIM) lebih praktis lewat SIM Keliling dibandingkan datang ke polres.Lokasi layanan SIM keliling berpindah-pindah sehingga harus mengetahui jadwal dan lokasi pastinya. Layanan SIM keliling ini biasanya diadakan di dalam mobil yang bertuliskan SIM keliling.Untuk tanggal merah atau libur nasional layanan SIM keliling tidak beroperasi. Sementara itu melansir dari keterang di instagram resmi Polres Metro Bekasi, untuk kesehataan & psikologi disediakan ditempat.Adapun biaya perpanjangan SIM sesuai dengan PP Nomor 60 Tahun 2016 tentang Penerimaan Negara Bukan Pajak adalah sebesar Rp 80.000 untuk perpanjangan SIM A dan Rp 75.000 untuk perpanjangan SIM C.Berikut ini informasi mengenai lokasi SIM keliling di Bekasi bulan November 2023:Lokasi SIM KelilingMitra 10 Harapan IndahLokasi: Jalan Harapan Indah Boulevard, Kecamatan Medan Satria,Jadwal: Setiap Senin pukul 08.00-10.00 WIBPolsek Bantar GebangLokasi: Jalan Siliwangi No.Km.10, BantargebangJadwal: Setiap Selasa pukul 08.00-10.00 WIBMetropolitan Mall BekasiLokasi: Jalan K.H Noer Ali, Pekayon Jaya, Bekasi Jadwal: Setiap Rabu pukul 08.00-10.00 WIBBekasi Cyber ParkLokasi: Jalan KH Noer AliJadwal: Setiap Kamis pukul 08.00-10.00 WIBMitra10 JatimakmurLokasi: Jalan Raya Jati Makmur Nomor 115, Jatimakmur,Jadwal: Setiap Jumat pukul 08.00-10.00 WIBKantor Kecamatan Bekasi BaratLokasi: Jalan Bintara Nomor 4, BintaraJadwal: Setiap Sabtu pukul 08.00-10.00 WIBPersyaratan yang perlu dibawaFotokopi KTPSIM asliTes Psikologi SIMSurat Keterangan SehatDapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
72,"Jokowi ""Groundbreaking"" Nusantara Intercultural School, Sekolah Internasional Pertama di IKN","JAKARTA, KOMPAS.com - Presiden Joko Widodo (Jokowi) melakukan peletakan batu pertama (groundbreaking) pembangunan Nusantara Intercultural School (NIS) di kawasan Ibu Kota Negara (IKN) Nusantara, Kalimantan Timur, Rabu (1/11/2023).NIS merupakan bagian dari Jakarta Intercultural School (JIS) dan akan menjadi sekolah bertaraf internasional pertama di IKN.""Kehadiran NIS di IKN menunjukkan keseriusan komitmen kita untuk menyediakan berbagai fasilitas pendukung ibu kota, termasuk menghadirkan lembaga pendidikan bertaraf internasional dan berkualitas dunia,"" ujar Jokowi dilansir siaran pers Sekretariat Presiden, Rabu.Mantan Gubernur DKI Jakarta ini berharap NIS nantinya dapat menyelenggarakan pendidikan berkelas dunia bagi anak-anak di IKN.Baca juga: Undang Khusus Ridwan Kamil ke IKN, Jokowi: Untuk Koreksi Terkait ArsitekturSelain itu, NIS diharapkan mampu menjadi salah satu pilihan sekolah dengan pendidikan yang bermutu di IKN.""Mempromosikan pendidikan global berkelas tinggi di Nusantara, dan memberikan pilihan pendidikan yang bermutu bagi warga IKN yang berasal dari berbagai daerah, berbagai negara, dan berbagai latar belakang,"" kata Jokowi.Pada kesempatan tersebut, Kepala Negara juga menceritakan sejumlah keresahan orang tua terkait pendidikan anak di Kota Nusantara.Untuk itu, Jokowi mengapresiasi komitmen JIS untuk menjawab keresahan para orang tua dengan membangun NIS.Baca juga: IKN Segera Punya Sekolah Bertaraf Internasional PertamaDiketahui, Presiden Jokowi juga melakukan groundbreaking proyek revitalisasi Sekolah Dasar Negeri 020 Sepaku, Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur pada hari Rabu ini.Dalam sambutannya, Presiden mengungkapkan rasa senang atas revitalisasi sekolah karena diyakini dapat meningkatkan kualitas pendidikan di sana.Apalagi, menurut Jokowi, revitalisasi tersebut nantinya juga didukung dengan sarana dan prasarana yang lengkap.""Ada ruang kelas, ada laboratorium IPA dan TIK, ada perpustakaan, ada kelas amphitheater, ada kantin, ada tempat baca, ada lapangan multifungsi, ada area hijau, ada konservasi embung, dan fasilitas pendukung lainnya,"" kata Jokowi.Baca juga: Minta Investasi Luar Negeri di IKN Direm Dulu, Jokowi: Dahulukan Investor Dalam NegeriLebih lanjut, Presiden menuturkan bahwa peningkatan kualitas pendidikan di sekitar kawasan IKN tidak hanya dilakukan di SDN 020 Sepaku.Ia menegaskan bahwa peningkatan kualitas tersebut juga akan dilakukan pada lima sekolah dasar lainnya.""Sehingga, nanti anak-anak kita semuanya bisa memiliki kualitas pendidikan yang baik dengan sarana-prasarana yang kualitasnya juga baik,"" ujar Jokowi.Baca juga: Jokowi Resmikan Pembangunan RS Hermina di IKN, Investasi Capai Rp 650 MiliarDapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
73,Kemenag Sudah Susun Data Jemaah Calon Haji Berangkat 2024,"JAKARTA, KOMPAS.com - Nama-nama jemaah calon haji yang akan berangkat pada 1445 hijriah atau pada 2024 sudah disusun Direktorat Jenderal Penyelenggaraan Haji dan Umrah Kementerian Agama.Dirjen Penyelenggaraan Haji dan Umrah Kemenag Hilman Latief berharap, mereka yang masuk dalam daftar untuk mempersiapkan diri.""Jika termasuk yang akan berangkat 2024, jemaah diimbau untuk mulai menjaga kesehatan. Jaga kesehatan dari aspek mendasar, mulai dari menjaga makanan dan olahraga,"" ujar Dirjen Penyelenggaraan Haji dan Umrah (PHU) Kemenag Hilman Latief di Jakarta, Rabu (1/11/2023), dikutip dari Antara.Baca juga: Jokowi Umumkan Indonesia Dapat 20.000 Kuota Haji Tambahan untuk 2024Hilman mengatakan, data jemaah yang akan berangkat itu akan disampaikan ke Kantor Wilayah (Kanwil) Kemenag provinsi agar menjadi panduan.Jemaah juga sudah bisa melihat perkiraan keberangkatannya melalui Sistem Komputerisasi Haji Terpadu (Siskohat).Jemaah calon haji yang masuk dalam daftar berangkat melakukan tes pemeriksaan kesehatan.Adapun untuk biaya dan lokasi masih akan didiskusikan dengan Kementerian Kesehatan (Kemenkes) dan BPJS Kesehatan.Tes kesehatan ini menjadi salah satu syarat pelunasan Biaya Perjalanan Ibadah Haji (Bipih).Pasalnya Kemenag akan menerapkan syarat istithaah kesehatan yakni jemaah yang benar-benar sehat secara fisik dan mental yang diutamakan berangkat.Baca juga: Diminta Jokowi, Arab Saudi Kabulkan Penambahan Kuota Haji Indonesia 20.000 Jemaah""Kami juga akan segera sampaikan ke publik, di mana saja dan berapa biaya yang dikeluarkan jemaah saat pemeriksaan kesehatan. Kami akan sampaikan ke publik bahwa pemeriksaan sudah bisa dilakukan,"" kata Hilman.Sementara itu Direktur Bina Haji Kemenag Arsad Hidayat mengatakan istithaah kesehatan akan menjadi perhatian bersama, pemerintah, jemaah, dan juga masyarakat.Kemenag dan Kemenkes secara berjenjang akan memberikan edukasi dan sosialisasi tentang istithaah kesehatan haji kepada calon peserta haji melalui penyuluhan kesehatan serta bimbingan manasik haji dan melibatkan peran serta masyarakat/KBIHU (Kelompok Bimbingan Ibadah Haji dan Umrah) dan ormas Islam.Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
74,"Prabowo-Gibran Tak Janjikan Penyelesaian Kasus HAM Masa Lalu, Aktivis HAM Singgung soal Rekam Jejak","JAKARTA, KOMPAS.com - Aktivis Hak Asasi Manusia (HAM) Usman Hamid menyinggung soal rekam jejak para bakal calon presiden dan calon wakil presiden (capres-cawapres), khususnya Prabowo Subianto dan Gibran Rakabuming Raka yang tak mencantumkan program penyelesaian kasus hak asasi manusia (HAM) masa lalu.Usman Hamid mengatakan, penting untuk melihat kiprah para bakal capres-cawapres selama menjadi pejabat dan politikus.""Adakah dari mereka yang selama ini terlihat gigih memperjuangkan penyelesaian kasus-kasus HAM berat masa lalu atau malah berdiam diri atas terjadinya pelanggaran HAM atau malah justru terlibat dalam pelanggaran-pelanggaran HAM berat masa lalu?"" ujar Usman melalui pesan singkat, Rabu (1/11/2023).Menurutnya, rekam jejak tersebut penting ditelaah karena kasus pelanggaran HAM khususnya pelanggaran HAM berat masa lalu harus dituntaskan.Baca juga: Hanya Prabowo-Gibran yang Tak Janjikan Penyelesaian Pelanggaran HAM Masa LaluSekretaris Tim Pencari Fakta (TPF) kasus pembunuhan Munir ini mengatakan, penuntasan kasus HAM harus dilakukan secara hukum untuk memberikan keadilan bagi para korban yang kehilangan haknya di masa lalu.""Hal itu juga penting karena menyangkut moralitas kolektif masyarakat bangsa di masa depan. Bangsa ini memerlukan masa depan baru, dalam arti berpijak pada sejarah pelanggaran HAM masa lalu yang jujur mengakui sisi kelamnya. Hal ini pula yang bisa mencegah pelanggaran HAM berat terulang di masa depan,"" kata Usman Hamid.Direktur Eksekutif Amnesty Internasional Indonesia ini juga menyebut bahwa kasus pelanggaran HAM sangat mungkin terjadi berulang.""Maka ini yang harus dituntut oleh para capres dan cawapres, apa komitmen-komitmen spesifik mereka untuk menjamin agar pelanggaran HAM masa lalu tidak terulang di masa depan. Itu yang menjadi kunci,"" ujar Usman.Baca juga: Visi Misi 3 Pasangan Bacapres-Bacawapres Terkait Penegakan HAMSebagai informasi, hanya pasangan bakal capres-cawapres Prabowo Subianto dan Gibran Rakabuming Raka yang tidak mencantumkan program penyelesaian kasus HAM dalam visi-misinya.Dalam misi terkait HAM, Prabowo-Gibran hanya menjanjikan perlindungan HAM untuk warga negara dan menghapus praktik diskriminasi.Keduanya juga membuat program kebijakan inklusif, menjamin pemenuhan hak dasar masyarakat dan kelompok rentan hingga perlindungan untuk tenaga kerja.Sedangkan pasangan calon lainnya, Ganjar Pranowo dan Mahfud MD, berkomitmen menyelesaikan pelanggaran HAM masa lalu secara adil. Terutama, terhadap pelanggaran HAM yang jadi beban peradaban bangsa.Pasangan calon dari Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan dan Muhaimin Iskandar (Cak Imin) juga berkomitmen menuntaskan kasus pelanggaran HAM dalam visi misinya.Tidak hanya itu, Anies-Cak Imin ini juga mendorong pemulihan sosial ekonomi korban pelanggaran HAM dan menguatkan lembaga HAM Nasional.Baca juga: Anies-Cak Imim Janji Tuntaskan Kasus Pelanggaran HAMDapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel. "
